file,class_name,method,smell,refactoring,applied,refusal,detail,verdict,errors_before,errors_after,introduced,resolution,introduced_smells,metric,metric_before,metric_after
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,truncateTableInternal,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,,MLOC,32.0,3.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,truncateTableInternal,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,the body is not a single conditional,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,getTableInternal,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,getTableObjectsInternal,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,44.0,14.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,getTableObjectsInternal,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,44.0,14.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,append_partition_common,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,68.0,12.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,append_partition_common,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,68.0,12.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,append_partition_common,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partitions_core,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,63.0,13.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partitions_core,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,63.0,13.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partitions_core,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,validatePartition,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,createPartitionFolders,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,,MLOC,43.0,32.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,createPartitionFolders,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,persists,,MLOC,43.0,32.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partitions_pspec_core,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partitions_pspec_core,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partitions_pspec_core,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partition_core,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,46.0,10.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,add_partition_core,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,46.0,10.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,exchange_partitions,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,exchange_partitions,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partition_common,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,72.0,23.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partition_common,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,72.0,23.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partition_common,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partition_common,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partitions_req,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partitions_req,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partitions_req,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,rename_partition,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,unknown,,MLOC,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,rename_partition,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,unknown,,MLOC,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,rename_partition,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,alter_partitions_with_environment_context,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,unknown,,MLOC,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,alter_partitions_with_environment_context,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,unknown,,MLOC,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,alter_partitions_with_environment_context,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,alter_table_core,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,39.0,23.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,alter_table_core,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_fields_with_environment_context,BrainMethod,ExtractMethod,0,not_definitely_assigned,tbl may not be assigned yet,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_fields_with_environment_context,LongMethod,ExtractMethod,0,not_definitely_assigned,tbl may not be assigned yet,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_schema_with_environment_context,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_config_value,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_partition_by_name_core,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_partitions_ps_with_auth,LongParameterList,IntroduceParameterObject,0,shape_not_matched,"not private, so the call sites are not local",not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_partitions_statistics_req,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updateTableColumnStatsInternal,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,,MLOC,33.0,12.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updatePartitonColStatsInternal,LongMethod,ExtractMethod,0,not_definitely_assigned,"parameters, partVals may not be assigned yet",not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,delete_partition_column_statistics,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,38.0,16.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,delete_partition_column_statistics,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,38.0,16.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,delete_table_column_statistics,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,,MLOC,35.0,15.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_partitions_by_names,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,unknown,,MLOC,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_partitions_by_names,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,unknown,,MLOC,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_partitions_by_names,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_privilege_set,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_column_privilege_set,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,get_partition_privilege_set,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,grant_role,LongParameterList,IntroduceParameterObject,0,shape_not_matched,"not private, so the call sites are not local",not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,list_table_column_privileges,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,list_partition_column_privileges,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,list_partition_privileges,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,markPartitionForEvent,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,37.0,8.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,markPartitionForEvent,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,37.0,8.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,create_function,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,,MLOC,34.0,7.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_function,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,40.0,14.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_function,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,40.0,14.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,drop_function,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,the body is not a single conditional,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,commit_txn,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,commit_txn,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,commit_txn,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,the body is not a single conditional,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,set_aggr_stats_for,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,set_aggr_stats_for,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updatePartColumnStatsWithMerge,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,52.0,8.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updatePartColumnStatsWithMerge,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,52.0,8.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updatePartColumnStatsWithMerge,LongParameterList,IntroduceParameterObject,0,shape_not_matched,enclosing type is not a top-level class,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updatePartColumnStatsWithMerge,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updateTableColumnStatsWithMerge,BrainMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,37.0,9.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\apache__hive__2fa22bf36089\standalone-metastore\metastore-server\src\main\java\org\apache\hadoop\hive\metastore\HiveMetaStore.java,HMSHandler,updateTableColumnStatsWithMerge,LongMethod,ExtractMethod,1,,,no_new_errors,14,14,,resolved,LongParameterList,MLOC,37.0,9.0
